position,total_quota,parent_product,order_code,product_code,order_quota
Hạt chống ẩm,4080.000000,10191,RV-004-ROVE5P-590-DarkSlateGray-L-PO45Y4,6-HNPL10-DSF-DT-NC,1.000000
Mặt,3204.300000,10261,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,8-HNPL63-461-U6-NC,0.027000
Hông,3211.500000,10260,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,3-HNPL62-DOC-DU-NC,0.035000
Đuôi,3217.800000,10258,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,6-HNPL61-DOC-W2-NC,0.042000
Két trên,3199.800000,10257,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,1-HNPL60-DOC-DU-NC,0.022000
Két dưới,3199.080000,10234,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,7-HNPL48-BBT-NN-NC,0.021200
Đai,3720.000000,10236,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,8-HNPL50-GRF-L8-ML,0.600000
Viền,4395.000000,10253,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,5-HNPL58-GRF-TH-EW,1.350000
Két nhựa,4080.000000,10252,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,6-HNPL57-460-U6-NC,1.000000
Nút sắt,4080.000000,10250,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,8-HNPL55-NAI-45-FT,1.000000
Keo dựng mặt,3209.700000,10251,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,2-HNPL56-DOC-U6-FT,0.033000
Dây size,3185.400000,10240,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,3-HNPL54-467-DU-NC,0.006000
Khóa,4080.000000,6351,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,9-CCDCSX-153-00-AK,1.000000
Nhãn,4080.000000,6350,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,9-CCDCVP-010-00-AK,1.000000
Chỉ may,3189.000000,10238,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,8-HNPL52-457-U4-NC,0.010000
Giấy lót nón,4080.000000,10194,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,7-HNPL13-DWR-TH-ML,1.000000
Bao nylon,3216.000000,10201,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,6-HNPL10-DSF-W2-NC,0.040000
Thùng lớn,3189.000000,10196,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,7-HNPL15-DNE-3X-ML,0.010000
Lót mặt in,3204.300000,10191,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,6-HNPL10-DSF-DT-NC,0.027000
Hạt chống ẩm,4080.000000,10214,RV-004-ROVE5P-590-DarkGoldenrod-M-POS8DF,2-HNPL31-LYL-W2-ML,1.000000
Mặt,3204.300000,10261,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,8-HNPL63-461-U6-NC,0.027000
Hông,3211.500000,10260,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,3-HNPL62-DOC-DU-NC,0.035000
Đuôi,3217.800000,10258,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,6-HNPL61-DOC-W2-NC,0.042000
Két trên,3199.800000,10257,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,1-HNPL60-DOC-DU-NC,0.022000
Két dưới,3199.080000,10253,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,5-HNPL58-GRF-TH-EW,0.021200
Đai,3720.000000,10250,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,8-HNPL55-NAI-45-FT,0.600000
Viền,4395.000000,10250,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,8-HNPL55-NAI-45-FT,1.350000
Két nhựa,4080.000000,10243,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,3-HNPL57-LYL-W2-EW,1.000000
Nút sắt,4080.000000,10236,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,8-HNPL50-GRF-L8-ML,1.000000
Keo dựng mặt,3209.700000,10235,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,4-HNPL49-DWR-U6-YK,0.033000
Dây size,3185.400000,10243,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,3-HNPL57-LYL-W2-EW,0.006000
Khóa,4080.000000,10245,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,2-HNPL58-NAI-U5-YP,1.000000
Nhãn,4080.000000,10238,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,8-HNPL52-457-U4-NC,1.000000
Chỉ may,3189.000000,6351,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,9-CCDCSX-153-00-AK,0.010000
Giấy lót nón,4080.000000,6350,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,9-CCDCVP-010-00-AK,1.000000
Bao nylon,3216.000000,10246,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,5-HNPL59-458-L9-NC,0.040000
Thùng lớn,3189.000000,10213,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,2-HNPL30-LYL-W2-ML,0.010000
Lót mặt in,3204.300000,10233,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,5-HNPL47-DOL-TH-NC,0.027000
Hạt chống ẩm,4080.000000,10230,RV-004-ROVE5P-590-RoyalBlue-L-PO568U,4-HNPL43-NAI-L8-EV,1.000000
Mặt,3204.300000,10261,RV-004-ROVE5P-590-CadetBlue-L-PO5922,8-HNPL63-461-U6-NC,0.027000
Hông,3211.500000,10260,RV-004-ROVE5P-590-CadetBlue-L-PO5922,3-HNPL62-DOC-DU-NC,0.035000
Đuôi,3217.800000,10257,RV-004-ROVE5P-590-CadetBlue-L-PO5922,1-HNPL60-DOC-DU-NC,0.042000
Két trên,3199.800000,10258,RV-004-ROVE5P-590-CadetBlue-L-PO5922,6-HNPL61-DOC-W2-NC,0.022000
Két dưới,3199.080000,10252,RV-004-ROVE5P-590-CadetBlue-L-PO5922,6-HNPL57-460-U6-NC,0.021200
Đai,3720.000000,10236,RV-004-ROVE5P-590-CadetBlue-L-PO5922,8-HNPL50-GRF-L8-ML,0.600000
Viền,4395.000000,10253,RV-004-ROVE5P-590-CadetBlue-L-PO5922,5-HNPL58-GRF-TH-EW,1.350000
Két nhựa,4080.000000,10246,RV-004-ROVE5P-590-CadetBlue-L-PO5922,5-HNPL59-458-L9-NC,1.000000
Nút sắt,4080.000000,10239,RV-004-ROVE5P-590-CadetBlue-L-PO5922,1-HNPL53-464-W2-ML,1.000000
Keo dựng mặt,3209.700000,10242,RV-004-ROVE5P-590-CadetBlue-L-PO5922,4-HNPL56-LYL-DK-EV,0.033000
Dây size,3185.400000,10240,RV-004-ROVE5P-590-CadetBlue-L-PO5922,3-HNPL54-467-DU-NC,0.006000
Khóa,4080.000000,10233,RV-004-ROVE5P-590-CadetBlue-L-PO5922,5-HNPL47-DOL-TH-NC,1.000000
Nhãn,4080.000000,10238,RV-004-ROVE5P-590-CadetBlue-L-PO5922,8-HNPL52-457-U4-NC,1.000000
Chỉ may,3189.000000,10234,RV-004-ROVE5P-590-CadetBlue-L-PO5922,7-HNPL48-BBT-NN-NC,0.010000
Giấy lót nón,4080.000000,10232,RV-004-ROVE5P-590-CadetBlue-L-PO5922,6-HNPL46-DWR-DU-YP,1.000000
Bao nylon,3216.000000,10231,RV-004-ROVE5P-590-CadetBlue-L-PO5922,6-HNPL45-BBT-3X-ML,0.040000
Thùng lớn,3189.000000,10230,RV-004-ROVE5P-590-CadetBlue-L-PO5922,4-HNPL43-NAI-L8-EV,0.010000
Lót mặt in,3204.300000,10229,RV-004-ROVE5P-590-CadetBlue-L-PO5922,1-HNPL42-DOL-TH-NC,0.027000
Hạt chống ẩm,4080.000000,10195,RV-004-ROVE5P-590-CadetBlue-L-PO5922,8-HNPL14-465-U4-NC,1.000000
Mặt,3201.600000,10245,RV-004-ROVE5P-590-Indigo-XL-PO5688,2-HNPL58-NAI-U5-YP,0.027000
Hông,3208.000000,10238,RV-004-ROVE5P-590-Indigo-XL-PO5688,8-HNPL52-457-U4-NC,0.035000
Đuôi,3213.600000,10238,RV-004-ROVE5P-590-Indigo-XL-PO5688,8-HNPL52-457-U4-NC,0.042000
Két trên,3197.600000,10231,RV-004-ROVE5P-590-Indigo-XL-PO5688,6-HNPL45-BBT-3X-ML,0.022000
Két dưới,3196.960000,10240,RV-004-ROVE5P-590-Indigo-XL-PO5688,3-HNPL54-467-DU-NC,0.021200
Đai,3660.000000,10230,RV-004-ROVE5P-590-Indigo-XL-PO5688,4-HNPL43-NAI-L8-EV,0.600000
Viền,4260.000000,10243,RV-004-ROVE5P-590-Indigo-XL-PO5688,3-HNPL57-LYL-W2-EW,1.350000
Két nhựa,3980.000000,10213,RV-004-ROVE5P-590-Indigo-XL-PO5688,2-HNPL30-LYL-W2-ML,1.000000
Nút sắt,3980.000000,10195,RV-004-ROVE5P-590-Indigo-XL-PO5688,8-HNPL14-465-U4-NC,1.000000
Keo dựng mặt,3206.400000,10183,RV-004-ROVE5P-590-Indigo-XL-PO5688,8-HNPLT3-GRF-DT-NC,0.033000
Dây size,3184.800000,10180,RV-004-ROVE5P-590-Indigo-XL-PO5688,4-HNPLT1-BBT-3X-FT,0.006000
Khóa,3980.000000,10190,RV-004-ROVE5P-590-Indigo-XL-PO5688,3-HNPLT9-BBT-DU-YP,1.000000
Nhãn,3980.000000,10181,RV-004-ROVE5P-590-Indigo-XL-PO5688,6-HNPLT2-LYL-DU-YP,1.000000
Chỉ may,3188.000000,10240,RV-004-ROVE5P-590-Indigo-XL-PO5688,3-HNPL54-467-DU-NC,0.010000
Giấy lót nón,3980.000000,10230,RV-004-ROVE5P-590-Indigo-XL-PO5688,4-HNPL43-NAI-L8-EV,1.000000
Bao nylon,3212.000000,10192,RV-004-ROVE5P-590-Indigo-XL-PO5688,1-HNPL11-NAI-L8-NC,0.040000
Thùng lớn,3188.000000,10238,RV-004-ROVE5P-590-Indigo-XL-PO5688,8-HNPL52-457-U4-NC,0.010000
Lót mặt in,3201.600000,10242,RV-004-ROVE5P-590-Indigo-XL-PO5688,4-HNPL56-LYL-DK-EV,0.027000
Hạt chống ẩm,3980.000000,10232,RV-004-ROVE5P-590-Indigo-XL-PO5688,6-HNPL46-DWR-DU-YP,1.000000
Đỉnh ngoài,3201.000000,10236,JP-009-BUCKET-590-Crimson-M-PO26597,8-HNPL50-GRF-L8-ML,0.030000
Thân ngoài,3222.000000,10253,JP-009-BUCKET-590-Crimson-M-PO26597,5-HNPL58-GRF-TH-EW,0.060000
Vành trên,3229.000000,10252,JP-009-BUCKET-590-Crimson-M-PO26597,6-HNPL57-460-U6-NC,0.070000
Đỉnh trong,3201.000000,10238,JP-009-BUCKET-590-Crimson-M-PO26597,8-HNPL52-457-U4-NC,0.030000
Thân trong,3222.000000,10183,JP-009-BUCKET-590-Crimson-M-PO26597,8-HNPLT3-GRF-DT-NC,0.060000
Vành dưới,3229.000000,10234,JP-009-BUCKET-590-Crimson-M-PO26597,7-HNPL48-BBT-NN-NC,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,6351,JP-009-BUCKET-590-Crimson-M-PO26597,9-CCDCSX-153-00-AK,0.300000
Dây viền lớp trong,3880.000000,10183,JP-009-BUCKET-590-Crimson-M-PO26597,8-HNPLT3-GRF-DT-NC,1.000000
Chỉ may,3194.000000,6350,JP-009-BUCKET-590-Crimson-M-PO26597,9-CCDCVP-010-00-AK,0.020000
Bao nylon,3208.000000,10188,JP-009-BUCKET-590-Crimson-M-PO26597,3-HNPLT8-GRF-DT-NC,0.040000
Thùng con,3208.000000,10187,JP-009-BUCKET-590-Crimson-M-PO26597,9-HNPLT7-DWR-TH-EV,0.040000
Thùng lớn,3194.000000,10196,JP-009-BUCKET-590-Crimson-M-PO26597,7-HNPL15-DNE-3X-ML,0.020000
Đỉnh ngoài,3201.000000,10230,JP-009-BUCKET-590-RosyBrown-L-PO5953,4-HNPL43-NAI-L8-EV,0.030000
Thân ngoài,3222.000000,10183,JP-009-BUCKET-590-RosyBrown-L-PO5953,8-HNPLT3-GRF-DT-NC,0.060000
Vành trên,3229.000000,10180,JP-009-BUCKET-590-RosyBrown-L-PO5953,4-HNPLT1-BBT-3X-FT,0.070000
Đỉnh trong,3201.000000,10181,JP-009-BUCKET-590-RosyBrown-L-PO5953,6-HNPLT2-LYL-DU-YP,0.030000
Thân trong,3222.000000,10201,JP-009-BUCKET-590-RosyBrown-L-PO5953,6-HNPL10-DSF-W2-NC,0.060000
Vành dưới,3229.000000,10196,JP-009-BUCKET-590-RosyBrown-L-PO5953,7-HNPL15-DNE-3X-ML,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10191,JP-009-BUCKET-590-RosyBrown-L-PO5953,6-HNPL10-DSF-DT-NC,0.300000
Dây viền lớp trong,3880.000000,10181,JP-009-BUCKET-590-RosyBrown-L-PO5953,6-HNPLT2-LYL-DU-YP,1.000000
Chỉ may,3194.000000,10231,JP-009-BUCKET-590-RosyBrown-L-PO5953,6-HNPL45-BBT-3X-ML,0.020000
Bao nylon,3208.000000,10257,JP-009-BUCKET-590-RosyBrown-L-PO5953,1-HNPL60-DOC-DU-NC,0.040000
Thùng con,3208.000000,10260,JP-009-BUCKET-590-RosyBrown-L-PO5953,3-HNPL62-DOC-DU-NC,0.040000
Thùng lớn,3194.000000,10243,JP-009-BUCKET-590-RosyBrown-L-PO5953,3-HNPL57-LYL-W2-EW,0.020000
Đỉnh ngoài,3104.000000,10252,JP-009-BUCKET-590-Thistle-M-PO33654,6-HNPL57-460-U6-NC,0.030000
Thân ngoài,3128.000000,10257,JP-009-BUCKET-590-Thistle-M-PO33654,1-HNPL60-DOC-DU-NC,0.060000
Vành trên,3136.000000,10251,JP-009-BUCKET-590-Thistle-M-PO33654,2-HNPL56-DOC-U6-FT,0.070000
Đỉnh trong,3104.000000,10184,JP-009-BUCKET-590-Thistle-M-PO33654,8-HNPLT4-DOL-3X-ML,0.030000
Thân trong,3128.000000,10186,JP-009-BUCKET-590-Thistle-M-PO33654,8-HNPLT6-DWR-U6-ML,0.060000
Vành dưới,3136.000000,10213,JP-009-BUCKET-590-Thistle-M-PO33654,2-HNPL30-LYL-W2-ML,0.070000
"Dây viền lớp ngoài, nối vành",3320.000000,10183,JP-009-BUCKET-590-Thistle-M-PO33654,8-HNPLT3-GRF-DT-NC,0.300000
Dây viền lớp trong,3880.000000,10196,JP-009-BUCKET-590-Thistle-M-PO33654,7-HNPL15-DNE-3X-ML,1.000000
Chỉ may,3096.000000,10191,JP-009-BUCKET-590-Thistle-M-PO33654,6-HNPL10-DSF-DT-NC,0.020000
Bao nylon,3112.000000,10192,JP-009-BUCKET-590-Thistle-M-PO33654,1-HNPL11-NAI-L8-NC,0.040000
Thùng con,3112.000000,10230,JP-009-BUCKET-590-Thistle-M-PO33654,4-HNPL43-NAI-L8-EV,0.040000
Thùng lớn,3096.000000,10234,JP-009-BUCKET-590-Thistle-M-PO33654,7-HNPL48-BBT-NN-NC,0.020000
Đỉnh ngoài,3201.000000,10241,JP-009-BUCKET-590-OliveDrab-L-PO35977,7-HNPL55-BBT-DU-NC,0.030000
Thân ngoài,3222.000000,10238,JP-009-BUCKET-590-OliveDrab-L-PO35977,8-HNPL52-457-U4-NC,0.060000
Vành trên,3229.000000,10242,JP-009-BUCKET-590-OliveDrab-L-PO35977,4-HNPL56-LYL-DK-EV,0.070000
Đỉnh trong,3201.000000,10261,JP-009-BUCKET-590-OliveDrab-L-PO35977,8-HNPL63-461-U6-NC,0.030000
Thân trong,3222.000000,10260,JP-009-BUCKET-590-OliveDrab-L-PO35977,3-HNPL62-DOC-DU-NC,0.060000
Vành dưới,3229.000000,10235,JP-009-BUCKET-590-OliveDrab-L-PO35977,4-HNPL49-DWR-U6-YK,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10250,JP-009-BUCKET-590-OliveDrab-L-PO35977,8-HNPL55-NAI-45-FT,0.300000
Dây viền lớp trong,3880.000000,10196,JP-009-BUCKET-590-OliveDrab-L-PO35977,7-HNPL15-DNE-3X-ML,1.000000
Chỉ may,3194.000000,10195,JP-009-BUCKET-590-OliveDrab-L-PO35977,8-HNPL14-465-U4-NC,0.020000
Thùng con,3208.000000,10214,JP-009-BUCKET-590-OliveDrab-L-PO35977,2-HNPL31-LYL-W2-ML,0.040000
Bao nylon,3208.000000,10184,JP-009-BUCKET-590-OliveDrab-L-PO35977,8-HNPLT4-DOL-3X-ML,0.040000
Thùng lớn,3194.000000,10196,JP-009-BUCKET-590-OliveDrab-L-PO35977,7-HNPL15-DNE-3X-ML,0.020000
Đỉnh ngoài,3201.000000,10190,JP-009-BUCKET-590-Aquamarine-M-PO26798,3-HNPLT9-BBT-DU-YP,0.030000
Thân ngoài,3222.000000,10181,JP-009-BUCKET-590-Aquamarine-M-PO26798,6-HNPLT2-LYL-DU-YP,0.060000
Vành trên,3229.000000,10184,JP-009-BUCKET-590-Aquamarine-M-PO26798,8-HNPLT4-DOL-3X-ML,0.070000
Đỉnh trong,3201.000000,10188,JP-009-BUCKET-590-Aquamarine-M-PO26798,3-HNPLT8-GRF-DT-NC,0.030000
Thân trong,3222.000000,10187,JP-009-BUCKET-590-Aquamarine-M-PO26798,9-HNPLT7-DWR-TH-EV,0.060000
Vành dưới,3229.000000,10186,JP-009-BUCKET-590-Aquamarine-M-PO26798,8-HNPLT6-DWR-U6-ML,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10185,JP-009-BUCKET-590-Aquamarine-M-PO26798,5-HNPLT5-GRF-L8-EV,0.300000
Dây viền lớp trong,3880.000000,10180,JP-009-BUCKET-590-Aquamarine-M-PO26798,4-HNPLT1-BBT-3X-FT,1.000000
Chỉ may,3194.000000,10181,JP-009-BUCKET-590-Aquamarine-M-PO26798,6-HNPLT2-LYL-DU-YP,0.020000
Bao nylon,3208.000000,10195,JP-009-BUCKET-590-Aquamarine-M-PO26798,8-HNPL14-465-U4-NC,0.040000
Thùng con,3208.000000,10258,JP-009-BUCKET-590-Aquamarine-M-PO26798,6-HNPL61-DOC-W2-NC,0.040000
Thùng lớn,3194.000000,10232,JP-009-BUCKET-590-Aquamarine-M-PO26798,6-HNPL46-DWR-DU-YP,0.020000
Đỉnh ngoài,3201.000000,10243,JP-009-BUCKET-590-GreenYellow-S-PO5953,3-HNPL57-LYL-W2-EW,0.030000
Thân ngoài,3222.000000,10260,JP-009-BUCKET-590-GreenYellow-S-PO5953,3-HNPL62-DOC-DU-NC,0.060000
Vành trên,3229.000000,10261,JP-009-BUCKET-590-GreenYellow-S-PO5953,8-HNPL63-461-U6-NC,0.070000
Đỉnh trong,3201.000000,10240,JP-009-BUCKET-590-GreenYellow-S-PO5953,3-HNPL54-467-DU-NC,0.030000
Thân trong,3222.000000,10183,JP-009-BUCKET-590-GreenYellow-S-PO5953,8-HNPLT3-GRF-DT-NC,0.060000
Vành dưới,3229.000000,10181,JP-009-BUCKET-590-GreenYellow-S-PO5953,6-HNPLT2-LYL-DU-YP,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10180,JP-009-BUCKET-590-GreenYellow-S-PO5953,4-HNPLT1-BBT-3X-FT,0.300000
Dây viền lớp trong,3880.000000,10229,JP-009-BUCKET-590-GreenYellow-S-PO5953,1-HNPL42-DOL-TH-NC,1.000000
Chỉ may,3194.000000,10232,JP-009-BUCKET-590-GreenYellow-S-PO5953,6-HNPL46-DWR-DU-YP,0.020000
Bao nylon,3208.000000,10214,JP-009-BUCKET-590-GreenYellow-S-PO5953,2-HNPL31-LYL-W2-ML,0.040000
Thùng con,3208.000000,10237,JP-009-BUCKET-590-GreenYellow-S-PO5953,6-HNPL51-469-DT-ML,0.040000
Thùng lớn,3194.000000,10195,JP-009-BUCKET-590-GreenYellow-S-PO5953,8-HNPL14-465-U4-NC,0.020000
Đỉnh ngoài,3201.000000,10261,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,8-HNPL63-461-U6-NC,0.030000
Thân ngoài,3222.000000,10260,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,3-HNPL62-DOC-DU-NC,0.060000
Vành trên,3229.000000,6351,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,9-CCDCSX-153-00-AK,0.070000
Đỉnh trong,3201.000000,6350,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,9-CCDCVP-010-00-AK,0.030000
Thân trong,3222.000000,10243,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,3-HNPL57-LYL-W2-EW,0.060000
Vành dưới,3229.000000,10258,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,6-HNPL61-DOC-W2-NC,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10251,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,2-HNPL56-DOC-U6-FT,0.300000
Dây viền lớp trong,3880.000000,10248,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,3-HNPL60-LYL-L9-EV,1.000000
Chỉ may,3194.000000,10242,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,4-HNPL56-LYL-DK-EV,0.020000
Bao nylon,3208.000000,10188,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,3-HNPLT8-GRF-DT-NC,0.040000
Thùng con,3208.000000,10213,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,2-HNPL30-LYL-W2-ML,0.040000
Thùng lớn,3194.000000,10229,JP-009-BUCKET-590-PaleVioletRed -S-PO5964,1-HNPL42-DOL-TH-NC,0.020000
Đỉnh ngoài,3201.000000,10246,JP-009-BUCKET-590-Teal -L-PO5969,5-HNPL59-458-L9-NC,0.030000
Thân ngoài,3222.000000,10245,JP-009-BUCKET-590-Teal -L-PO5969,2-HNPL58-NAI-U5-YP,0.060000
Vành trên,3229.000000,10238,JP-009-BUCKET-590-Teal -L-PO5969,8-HNPL52-457-U4-NC,0.070000
Đỉnh trong,3201.000000,10248,JP-009-BUCKET-590-Teal -L-PO5969,3-HNPL60-LYL-L9-EV,0.030000
Thân trong,3222.000000,10183,JP-009-BUCKET-590-Teal -L-PO5969,8-HNPLT3-GRF-DT-NC,0.060000
Vành dưới,3229.000000,10181,JP-009-BUCKET-590-Teal -L-PO5969,6-HNPLT2-LYL-DU-YP,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10243,JP-009-BUCKET-590-Teal -L-PO5969,3-HNPL57-LYL-W2-EW,0.300000
Dây viền lớp trong,3880.000000,10238,JP-009-BUCKET-590-Teal -L-PO5969,8-HNPL52-457-U4-NC,1.000000
Chỉ may,3194.000000,10241,JP-009-BUCKET-590-Teal -L-PO5969,7-HNPL55-BBT-DU-NC,0.020000
Bao nylon,3208.000000,10257,JP-009-BUCKET-590-Teal -L-PO5969,1-HNPL60-DOC-DU-NC,0.040000
Thùng con,3208.000000,10241,JP-009-BUCKET-590-Teal -L-PO5969,7-HNPL55-BBT-DU-NC,0.040000
Thùng lớn,3194.000000,10238,JP-009-BUCKET-590-Teal -L-PO5969,8-HNPL52-457-U4-NC,0.020000
Đỉnh ngoài,3201.000000,10190,JP-009-BUCKET-590-OliveDrab-L-PO59626,3-HNPLT9-BBT-DU-YP,0.030000
Thân ngoài,3222.000000,10188,JP-009-BUCKET-590-OliveDrab-L-PO59626,3-HNPLT8-GRF-DT-NC,0.060000
Vành trên,3229.000000,10187,JP-009-BUCKET-590-OliveDrab-L-PO59626,9-HNPLT7-DWR-TH-EV,0.070000
Đỉnh trong,3201.000000,10181,JP-009-BUCKET-590-OliveDrab-L-PO59626,6-HNPLT2-LYL-DU-YP,0.030000
Thân trong,3222.000000,10183,JP-009-BUCKET-590-OliveDrab-L-PO59626,8-HNPLT3-GRF-DT-NC,0.060000
Vành dưới,3229.000000,10186,JP-009-BUCKET-590-OliveDrab-L-PO59626,8-HNPLT6-DWR-U6-ML,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10180,JP-009-BUCKET-590-OliveDrab-L-PO59626,4-HNPLT1-BBT-3X-FT,0.300000
Dây viền lớp trong,3880.000000,6351,JP-009-BUCKET-590-OliveDrab-L-PO59626,9-CCDCSX-153-00-AK,1.000000
Chỉ may,3194.000000,6350,JP-009-BUCKET-590-OliveDrab-L-PO59626,9-CCDCVP-010-00-AK,0.020000
Bao nylon,3208.000000,10191,JP-009-BUCKET-590-OliveDrab-L-PO59626,6-HNPL10-DSF-DT-NC,0.040000
Thùng con,3208.000000,10196,JP-009-BUCKET-590-OliveDrab-L-PO59626,7-HNPL15-DNE-3X-ML,0.040000
Thùng lớn,3194.000000,10194,JP-009-BUCKET-590-OliveDrab-L-PO59626,7-HNPL13-DWR-TH-ML,0.020000
Đỉnh ngoài,3201.000000,10253,JP-009-BUCKET-590-FireBrick-XL-PO79853,5-HNPL58-GRF-TH-EW,0.030000
Thân ngoài,3222.000000,10242,JP-009-BUCKET-590-FireBrick-XL-PO79853,4-HNPL56-LYL-DK-EV,0.060000
Vành trên,3229.000000,10246,JP-009-BUCKET-590-FireBrick-XL-PO79853,5-HNPL59-458-L9-NC,0.070000
Đỉnh trong,3201.000000,6350,JP-009-BUCKET-590-FireBrick-XL-PO79853,9-CCDCVP-010-00-AK,0.030000
Thân trong,3222.000000,6351,JP-009-BUCKET-590-FireBrick-XL-PO79853,9-CCDCSX-153-00-AK,0.060000
Vành dưới,3229.000000,10258,JP-009-BUCKET-590-FireBrick-XL-PO79853,6-HNPL61-DOC-W2-NC,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10261,JP-009-BUCKET-590-FireBrick-XL-PO79853,8-HNPL63-461-U6-NC,0.300000
Dây viền lớp trong,3880.000000,10257,JP-009-BUCKET-590-FireBrick-XL-PO79853,1-HNPL60-DOC-DU-NC,1.000000
Chỉ may,3194.000000,10238,JP-009-BUCKET-590-FireBrick-XL-PO79853,8-HNPL52-457-U4-NC,0.020000
Bao nylon,3208.000000,10241,JP-009-BUCKET-590-FireBrick-XL-PO79853,7-HNPL55-BBT-DU-NC,0.040000
Thùng con,3208.000000,10235,JP-009-BUCKET-590-FireBrick-XL-PO79853,4-HNPL49-DWR-U6-YK,0.040000
Thùng lớn,3194.000000,10238,JP-009-BUCKET-590-FireBrick-XL-PO79853,8-HNPL52-457-U4-NC,0.020000
Đỉnh ngoài,3201.000000,10261,JP-009-BUCKET-590-GhostWhite -L-PO25467,8-HNPL63-461-U6-NC,0.030000
Thân ngoài,3222.000000,10251,JP-009-BUCKET-590-GhostWhite -L-PO25467,2-HNPL56-DOC-U6-FT,0.060000
Vành trên,3229.000000,10238,JP-009-BUCKET-590-GhostWhite -L-PO25467,8-HNPL52-457-U4-NC,0.070000
Đỉnh trong,3201.000000,10240,JP-009-BUCKET-590-GhostWhite -L-PO25467,3-HNPL54-467-DU-NC,0.030000
Thân trong,3222.000000,6351,JP-009-BUCKET-590-GhostWhite -L-PO25467,9-CCDCSX-153-00-AK,0.060000
Vành dưới,3229.000000,6350,JP-009-BUCKET-590-GhostWhite -L-PO25467,9-CCDCVP-010-00-AK,0.070000
"Dây viền lớp ngoài, nối vành",3390.000000,10252,JP-009-BUCKET-590-GhostWhite -L-PO25467,6-HNPL57-460-U6-NC,0.300000
Dây viền lớp trong,3880.000000,10260,JP-009-BUCKET-590-GhostWhite -L-PO25467,3-HNPL62-DOC-DU-NC,1.000000
Chỉ may,3194.000000,10234,JP-009-BUCKET-590-GhostWhite -L-PO25467,7-HNPL48-BBT-NN-NC,0.020000
Bao nylon,3208.000000,10258,JP-009-BUCKET-590-GhostWhite -L-PO25467,6-HNPL61-DOC-W2-NC,0.040000
Thùng lớn,3194.000000,10240,JP-009-BUCKET-590-GhostWhite -L-PO25467,3-HNPL54-467-DU-NC,0.020000
