Mã đơn hàng,Mã NPL,Mã LSX,SL LSX,Tổng đã xuất
HM-220823-A&A,1-CVAC04-SCA-00-HV,PYC-707-CAT,4.6,4.6
HM-220917-DSIRE LE7,1-CVAC04-SCA-00-HV,PYC-540-CAT,1.07,1.07
HM-220917-DSIRE LE8,1-CVAC04-SCA-00-HV,PYC-549-CAT,2.0,2.4
HM-221019-STATUS1 DENIM,1-CVAC04-SCA-00-HV,PYC-792-CAT,2.29,0.0
HM-221114-A&A,1-CVAC04-SCA-00-HV,PYC-875-CAT,4.45,4.45
JP-220524-BOSOU MESH,1-CVAC04-SCA-00-HV,PYC-179-CAT,0.6,0.6
JP-220527-BOSOU,1-CVAC04-SCA-00-HV,PYC-179-CAT,1.8,1.8
JP-220608-TRD RED,1-CVAC04-SCA-00-HV,PYC-194-CAT,6.7,20.1
JP-220701-ISOGO COUNTRY CLUB WHITE,1-CVAC04-SCA-00-HV,PYC-300-CAT,3.22,6.44
JP-220708-CONAN NAVY SCARLET,1-CVAC04-SCA-00-HV,PYC-233-CAT,3.7,3.7
JP-220824-KONGO,1-CVAC04-SCA-00-HV,PYC-529-CAT,19.87,119.0
TTD-220413-BIS AN PHU Fundino,1-CVAC04-SCA-00-HV,PYC-41-CAT,46.3,185.2
TTD-220413-BIS VINCOM Cap Fundino 52cm,1-CVAC04-SCA-00-HV,PYC-41-CAT,3.5,17.5
TTD-220413-BIS VINCOM Cap Fundino 54cm,1-CVAC04-SCA-00-HV,PYC-41-CAT,3.5,17.5
TTD-220413-BIS VINCOM Hat Fundino,1-CVAC04-SCA-00-HV,PYC-39-CAT,3.1,9.3
TTD-220505-GF  Style 10 (2018),1-CVAC04-SCA-00-HV,PYC-90-CAT,8.1,8.1
TTD-220518-GF3422-Style 8 (2020),1-CVAC04-SCA-00-HV,PYC-104-CAT,10.6,0.0
TTD-220629-GF3822-Style 10 (2018),1-CVAC04-SCA-00-HV,PYC-230-CAT,10.6,10.6
TTD-220630-BIS VINCOM HAT FUNDINO,1-CVAC04-SCA-00-HV,PYC-212-CAT,2.4,4.8
TTD-220718-GF4022-Style 8 (2020),1-CVAC04-SCA-00-HV,PYC-287-CAT,10.6,10.6
TTD-220816-GF4222-Style 10 (2018),1-CVAC04-SCA-00-HV,PYC-421-CAT,10.59,10.59
TTD-221025-GF4422-Style 10 (2018),1-CVAC04-SCA-00-HV,PYC-711-CAT,10.59,10.59
TTD-221025-GF4422-Style 8 (2020),1-CVAC04-SCA-00-HV,PYC-711-CAT,10.59,10.59
AD-220806-BARBE ROUSSE RED,1-CVAC04-SCA-L2-HV,PYC-385-CAT,2.75,3.3
BF-220330-FCS RED BLUE,1-CVAC04-SCA-L2-HV,PYC-15-CAT,7.2625,6.5625
DYC-AU-220825-Live Life Get Active,1-CVAC04-SCA-L2-HV,PYC-453-CAT,14.47,15.0
DYC-AU-220825-Live Life Get Active,1-CVAC04-SCA-L2-HV,PYC-540-CAT,15.0,16.0
ROV-220518-SB-SKI JUMP,1-CVAC05-DBN-00-IW,PYC-503-CAT,11.48,12.0
ROV-220518-SB-SNOW COWBOY,1-CVAC05-DBN-00-IW,PYC-474-CAT,18.36,36.72
ROV-220518-WP-MOUNTAIN SILHOUTTE,1-CVAC05-DBN-00-IW,PYC-459-CAT,5.81,5.81
ROV-220721-DV-TRIANGLE PATCH WALNUT,1-CVAC05-DBN-00-IW,PYC-320-CAT,13.21,26.42
BEX-220422-PO528-YUCATAN BROWN,1-CVAC05-DBN-CN-IW,PYC-58-CAT,7.0,14.0
AD-220318-KING FNU,1-CVAC06-BLK-00-HV,PYC-62-CAT,2.4,2.4
AD-220419-BLAKKRIPT,1-CVAC06-BLK-00-HV,PYC-192-CAT,12.3,61.5
AD-220511-YELIR 2,1-CVAC06-BLK-00-HV,PYC-81-CAT,25.2,75.6
AD-220511-YELIR 29,1-CVAC06-BLK-00-HV,PYC-81-CAT,20.1,60.300000000000004
AD-220511-YELIR 3Y BLACK,1-CVAC06-BLK-00-HV,PYC-81-CAT,48.8,146.39999999999998
AD-220511-YELIR FULL BLACK,1-CVAC06-BLK-00-HV,PYC-81-CAT,34.5,172.5
AD-220525-REMMIRG,1-CVAC06-BLK-00-HV,PYC-277-CAT,7.6,22.799999999999997
AD-220610-YELIR,1-CVAC06-BLK-00-HV,PYC-176-CAT,47.7,143.10000000000002
AD-220623-YELIR 13,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,144.0
AD-220623-YELIR 18,1-CVAC06-BLK-00-HV,PYC-194-CAT,24.4,0.6000000000000001
AD-220623-YELIR 18,1-CVAC06-BLK-00-HV,PYC-194-CAT,24.4,72.6
AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,PYC-194-CAT,96.0,6e-06
AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,PYC-194-CAT,96.0,184.799994
AD-220623-YELIR 2,1-CVAC06-BLK-00-HV,PYC-194-CAT,96.0,391.20000000000005
AD-220623-YELIR 3Y,1-CVAC06-BLK-00-HV,PYC-194-CAT,24.4,73.19999999999999
AD-220623-YELIR 6,1-CVAC06-BLK-00-HV,PYC-194-CAT,15.1,45.3
AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,3e-06
AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,1.199994
AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,3.0
AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,59.699997
AD-220623-YELIR 7,1-CVAC06-BLK-00-HV,PYC-194-CAT,48.0,80.10000600000001
AD-220623-YELIR DK GREEN,1-CVAC06-BLK-00-HV,PYC-194-CAT,14.2,28.4
AD-220623-YELIR GREY,1-CVAC06-BLK-00-HV,PYC-194-CAT,24.4,73.19999999999999
AD-220705-YELIR 3Y RED WHITE,1-CVAC06-BLK-00-HV,PYC-212-CAT,47.7,1.98
AD-220705-YELIR 3Y RED WHITE,1-CVAC06-BLK-00-HV,PYC-212-CAT,47.7,141.12
AD-220721-YELIR 3Y PINK,1-CVAC06-BLK-00-HV,PYC-315-CAT,47.7,143.10000000000002
AD-220727-DEMON CAP 1,1-CVAC06-BLK-00-HV,PYC-323-CAT,15.2,76.0
AD-220806-BARBE ROUSSE BLACK,1-CVAC06-BLK-00-HV,PYC-378-CAT,12.57,62.85
AD-220809-YELIR DK GREEN,1-CVAC06-BLK-00-HV,PYC-374-CAT,14.13,28.26
AD-220817-YELIR 13,1-CVAC06-BLK-00-HV,PYC-404-CAT,47.78,143.34
AD-220817-YELIR 2,1-CVAC06-BLK-00-HV,PYC-404-CAT,93.73,281.19
AD-220817-YELIR 3Y BLACK,1-CVAC06-BLK-00-HV,PYC-404-CAT,47.78,143.34
AD-220826-EX NIHILO BLACK,1-CVAC06-BLK-00-HV,PYC-554-CAT,10.31,30.93
AD-220920-YELIR 10,1-CVAC06-BLK-00-HV,PYC-544-CAT,17.72,35.44
AD-220920-YELIR 2,1-CVAC06-BLK-00-HV,PYC-544-CAT,24.43,73.28999999999999
AD-220920-YELIR 3,1-CVAC06-BLK-00-HV,PYC-544-CAT,24.43,73.28999999999999
AD-220920-YELIR 4,1-CVAC06-BLK-00-HV,PYC-544-CAT,24.43,73.28999999999999
AD-220920-YELIR 5,1-CVAC06-BLK-00-HV,PYC-544-CAT,24.43,73.28999999999999
AD-220920-YELIR 6,1-CVAC06-BLK-00-HV,PYC-544-CAT,47.87,143.60999999999999
AD-220920-YELIR 7,1-CVAC06-BLK-00-HV,PYC-544-CAT,24.43,73.28999999999999
AD-220920-YELIR 8,1-CVAC06-BLK-00-HV,PYC-544-CAT,47.87,143.60999999999999
AD-220920-YELIR 9,1-CVAC06-BLK-00-HV,PYC-544-CAT,39.61,198.05
AD-221020-IRENA ILCHEVA 1,1-CVAC06-BLK-00-HV,PYC-786-CAT,119.91,599.55
AD-221124-BDNA 4,1-CVAC06-BLK-00-HV,PYC-897-CAT,15.34,92.03999999999999
BEX-220218-PO508-ALBANY BLACK,1-CVAC06-BLK-00-HV,PYC-47-CAT,73.8,9.803999999999998
BEX-220218-PO508-ALBANY BLACK,1-CVAC06-BLK-00-HV,PYC-47-CAT,73.8,211.79999999999998
BEX-220218-PO508-COLAIR BLACK,1-CVAC06-BLK-00-HV,PYC-47-CAT,63.0,40.0
BEX-220218-PO508-COLAIR BLACK,1-CVAC06-BLK-00-HV,PYC-47-CAT,63.0,212.0
BEX-220218-PO508-CONCRETE,1-CVAC06-BLK-00-HV,PYC-47-CAT,3.0,0.4
BEX-220218-PO508-CONCRETE,1-CVAC06-BLK-00-HV,PYC-47-CAT,3.0,2.6
BEX-220218-PO508-LESTER,1-CVAC06-BLK-00-HV,PYC-47-CAT,44.2,6.339
BEX-220218-PO508-LESTER,1-CVAC06-BLK-00-HV,PYC-47-CAT,44.2,8.361
BEX-220218-PO508-LESTER,1-CVAC06-BLK-00-HV,PYC-47-CAT,44.2,117.89999999999999
BEX-220218-PO508-WHEY BLACK,1-CVAC06-BLK-00-HV,PYC-47-CAT,32.1,96.30000000000001
BEX-220422-PO528-YUCATAN BROWN,1-CVAC06-BLK-00-HV,PYC-58-CAT,1.0,1.0
BF-220322-HCR - 56cm,1-CVAC06-BLK-00-HV,PYC-14-CAT,7.0,35.0
BF-220322-HCR - 58cm,1-CVAC06-BLK-00-HV,PYC-14-CAT,7.0,35.0
BF-220330-FCSG BEAR 54cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,6.9,34.5
BF-220330-FCSG BEAR 58cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,13.8,69.0
BF-220331-DUNRIDE AIRBORNE OLIVE,1-CVAC06-BLK-00-HV,PYC-141-CAT,2.7,2.7
BF-220331-DUNRIDE BLACK EAGLE,1-CVAC06-BLK-00-HV,PYC-141-CAT,12.9,51.6
BF-220402-PEMBROKE BASE BLACK,1-CVAC06-BLK-00-HV,PYC-07-CAT,36.3,254.09999999999997
BF-220402-PEMBROKE CLASSIC SPORT BLACK,1-CVAC06-BLK-00-HV,PYC-10-CAT,58.0,348.0
BF-220402-PEMBROKE HUF BLACK,1-CVAC06-BLK-00-HV,PYC-10-CAT,25.6,30.0
BF-220402-PEMBROKE HUF BLACK,1-CVAC06-BLK-00-HV,PYC-10-CAT,25.6,98.0
BF-220421-FCS DJ Papi 56cm,1-CVAC06-BLK-00-HV,PYC-183-CAT,5.5,22.0
BF-220421-FCS DJ Papi 58cm,1-CVAC06-BLK-00-HV,PYC-183-CAT,5.8,23.2
BF-220613-FCS 5PANELS C1,1-CVAC06-BLK-00-HV,PYC-198-CAT,13.6,68.0
BF-220619-FCW MOM SNAPBACK,1-CVAC06-BLK-00-HV,PYC-192-CAT,14.3,71.5
BF-220623-FCS FB AERGERA_v1,1-CVAC06-BLK-00-HV,PYC-263-CAT,17.2,86.0
BF-220623-FCS FB FRIBOURG,1-CVAC06-BLK-00-HV,PYC-367-CAT,13.69,68.45
BF-220623-FCS SB ULA BLACK_v1,1-CVAC06-BLK-00-HV,PYC-519-CAT,14.36,71.8
BF-220803-FCS WALTER LETTERS_v1,1-CVAC06-BLK-00-HV,PYC-541-CAT,5.4,10.8
BF-220803-FCSG22 01 58cm,1-CVAC06-BLK-00-HV,PYC-366-CAT,2.29,2.29
BF-220812-FCS PB,1-CVAC06-BLK-00-HV,PYC-414-CAT,14.36,71.8
BF-220815-FCS ZEIDLI,1-CVAC06-BLK-00-HV,PYC-410-CAT,18.41,17.7
BF-220815-FCS ZEIDLI,1-CVAC06-BLK-00-HV,PYC-410-CAT,18.41,74.35
BF-220817-FCS TV SEENGEN,1-CVAC06-BLK-00-HV,PYC-414-CAT,4.98,9.96
BF-220928-FCS 5PANELS C1,1-CVAC06-BLK-00-HV,PYC-577-CAT,13.71,68.55000000000001
BF-220928-FCW MOM SNAPBACK,1-CVAC06-BLK-00-HV,PYC-578-CAT,13.92,69.6
BF-221020-FCS HC LUGANO TRUCKER ALL BLACK,1-CVAC06-BLK-00-HV,PYC-717-CAT,15.67,47.01
BF-221024-FCS KARL ERB MOM,1-CVAC06-BLK-00-HV,PYC-710-CAT,7.4,14.8
BF-221024-FCS KARL ERB SNAPBACK,1-CVAC06-BLK-00-HV,PYC-710-CAT,4.93,9.86
BF-221110-MOM SNAPBACK SB BLACK,1-CVAC06-BLK-00-HV,PYC-789-CAT,20.39,101.95
CẤP PHÁT NPL PHÒNG MẪU,1-CVAC06-BLK-00-HV,PM-04062022-003,20.0,40.0
DYC-AU-220317-Buckettys-56cm,1-CVAC06-BLK-00-HV,PYC-09-CAT,45.0,135.0
DYC-AU-220317-Buckettys-58cm,1-CVAC06-BLK-00-HV,PYC-09-CAT,45.3,7.199999999999999
DYC-AU-220317-Buckettys-58cm,1-CVAC06-BLK-00-HV,PYC-09-CAT,45.3,128.7
DYC-AU-220317-Buckettys-60cm,1-CVAC06-BLK-00-HV,PYC-09-CAT,17.6,52.800000000000004
DYC-AU-220505-BJS Landscaping,1-CVAC06-BLK-00-HV,PYC-07-CAT,1.8875,5.6625
DYC-AU-220514-Bao Brothers,1-CVAC06-BLK-00-HV,PYC-39-CAT,8.3,24.900000000000002
DYC-AU-220520-WSS Boards,1-CVAC06-BLK-00-HV,PYC-73-CAT,3.1,3.1
DYC-AU-220531-Broker,1-CVAC06-BLK-00-HV,PYC-106-CAT,4.7,0.0
DYC-AU-220531-MW Marine,1-CVAC06-BLK-00-HV,PYC-106-CAT,41.4991,0.0
DYC-AU-220610-SANTRIX MINING,1-CVAC06-BLK-00-HV,PYC-177-CAT,8.3,24.900000000000002
DYC-AU-220613-Katalyst Performance,1-CVAC06-BLK-00-HV,PYC-126-CAT,7.6326,22.8978
DYC-AU-220627-Comyns and co,1-CVAC06-BLK-00-HV,PYC-206-CAT,4.7,9.4
DYC-AU-220704-Dad and Dave,1-CVAC06-BLK-00-HV,PYC-236-CAT,9.2,27.599999999999998
DYC-AU-220704-Ekim brewing,1-CVAC06-BLK-00-HV,PYC-236-CAT,2.884,2.884
DYC-AU-220711-Marques Flooring,1-CVAC06-BLK-00-HV,PYC-237-CAT,8.9,10.2
DYC-AU-220711-Marques Flooring,1-CVAC06-BLK-00-HV,PYC-237-CAT,8.9,16.5
DYC-AU-220713-Reckless Brewing,1-CVAC06-BLK-00-HV,PYC-280-CAT,2.4,0.01
DYC-AU-220713-Reckless Brewing,1-CVAC06-BLK-00-HV,PYC-280-CAT,2.4,1.19
DYC-AU-220713-Reckless Brewing,1-CVAC06-BLK-00-HV,PYC-280-CAT,2.4,1.2
DYC-AU-220809-Gricon,1-CVAC06-BLK-00-HV,PYC-395-CAT,7.7,7.7
DYC-AU-220822-BAY RD BREWING-Opt02,1-CVAC06-BLK-00-HV,PYC-457-CAT,11.89,35.67
DYC-AU-220831-WOOLPACK,1-CVAC06-BLK-00-HV,PYC-523-CAT,4.73,9.46
DYC-AU-220927-What a bility-Opt05,1-CVAC06-BLK-00-HV,PYC-604-CAT,7.71,23.13
DYC-AU-220927-What a bility-Opt06,1-CVAC06-BLK-00-HV,PYC-613-CAT,11.72,46.88
DYC-AU-221020-Kiss My Axe,1-CVAC06-BLK-00-HV,PYC-696-CAT,4.73,9.46
DYC-AU-221026-Western Zone QLD,1-CVAC06-BLK-00-HV,PYC-906-CAT,7.79,7.79
DYC-AU-221121-Ceramic Pro-Opt01,1-CVAC06-BLK-00-HV,PYC-871-CAT,4.77,9.54
DYC-AU-221121-Western Filters-Opt01,1-CVAC06-BLK-00-HV,PYC-895-CAT,7.49,22.47
DYC-AU-221125-EKIM Brewery,1-CVAC06-BLK-00-HV,PYC-875-CAT,2.42,2.42
DYC-AU-221130-Reckless Brewing,1-CVAC06-BLK-00-HV,PYC-900-CAT,4.73,4.73
DYC-CH1-220308-Verbier Tourisme-v2,1-CVAC06-BLK-00-HV,PYC-73-CAT,103.7,311.1
DYC-CH1-220506-Le Rouge-Opt01,1-CVAC06-BLK-00-HV,PYC-181-CAT,31.7,126.8
DYC-CH1-220506-Le Rouge-Opt01 Kids,1-CVAC06-BLK-00-HV,PYC-461-CAT,15.0,45.0
DYC-CH1-220506-Le Rouge-Opt02,1-CVAC06-BLK-00-HV,PYC-461-CAT,7.9,23.700000000000003
DYC-CH1-220506-Le Rouge-Opt05,1-CVAC06-BLK-00-HV,PYC-461-CAT,7.87,23.61
DYC-CH1-220506-Le Rouge-Opt06,1-CVAC06-BLK-00-HV,PYC-461-CAT,7.8,23.4
DYC-CH1-220506-Le Rouge-Opt07,1-CVAC06-BLK-00-HV,PYC-462-CAT,3.0,3.0
DYC-CH1-220506-Le Rouge-Opt10,1-CVAC06-BLK-00-HV,PYC-461-CAT,7.8,23.4
DYC-CH1-220513-Hotel Adler,1-CVAC06-BLK-00-HV,PYC-102-CAT,13.0,26.0
DYC-CH1-220513-Medran,1-CVAC06-BLK-00-HV,PYC-323-CAT,13.83,55.32
DYC-CH1-220513-Moto Club Cossonay-Opt03,1-CVAC06-BLK-00-HV,PYC-20-CAT,7.1,21.299999999999997
DYC-CH1-220603-La Chocolaterie-55cm,1-CVAC06-BLK-00-HV,PYC-107-CAT,2.37,7.11
DYC-CH1-220603-La Chocolaterie-58cm,1-CVAC06-BLK-00-HV,PYC-107-CAT,5.3515,16.054499999999997
DYC-CH1-220607-WOO222,1-CVAC06-BLK-00-HV,PYC-181-CAT,39.4,3e-06
DYC-CH1-220607-WOO222,1-CVAC06-BLK-00-HV,PYC-181-CAT,39.4,13.199997
DYC-CH1-220607-WOO222,1-CVAC06-BLK-00-HV,PYC-181-CAT,39.4,105.0
DYC-CH1-220806-La Chocolaterie,1-CVAC06-BLK-00-HV,PYC-355-CAT,7.71,23.13
DYC-CH1-220913-Farinet Verbier-Opt01-v1,1-CVAC06-BLK-00-HV,PYC-769-CAT,30.2,90.6
DYC-CH1-220913-Farinet Verbier-Opt01-v1,1-CVAC06-BLK-00-HV,PYC-833-CAT,7.0,21.0
DYC-CH1-220913-Farinet Verbier-Opt04-v1,1-CVAC06-BLK-00-HV,PYC-769-CAT,4.83,9.66
DYC-CH1-220926-Rebellion Dakar 2023-v1,1-CVAC06-BLK-00-HV,PYC-759-CAT,19.73,39.46
DYC-CH1-220927-Xtreme Sports Verbier-Opt03,1-CVAC06-BLK-00-HV,PYC-628-CAT,4.83,9.66
DYC-US-211118-TCHEBA-Opt 01,1-CVAC06-BLK-00-HV,PYC-20-CAT,7.6,22.799999999999997
DYC-US-211118-TCHEBA-Opt 03,1-CVAC06-BLK-00-HV,PYC-20-CAT,14.1,84.6
DYC-US-220408-Philippe Shangti-547-Opt02,1-CVAC06-BLK-00-HV,PYC-367-CAT,14.63,87.78
DYC-US-220422-Monbarth-554-Opt01,1-CVAC06-BLK-00-HV,PYC-108-CAT,12.9,51.6
DYC-US-220422-Monbarth-554-Opt02,1-CVAC06-BLK-00-HV,PYC-108-CAT,2.9,2.9
DYC-US-220422-Monbarth-554-Opt03,1-CVAC06-BLK-00-HV,PYC-108-CAT,5.3,5.3
DYC-US-220422-Monbarth-554-Opt04,1-CVAC06-BLK-00-HV,PYC-108-CAT,25.4,101.6
DYC-US-220422-Monbarth-554-Opt05,1-CVAC06-BLK-00-HV,PYC-108-CAT,14.8,44.400000000000006
DYC-US-220422-Monbarth-554-Opt06,1-CVAC06-BLK-00-HV,PYC-108-CAT,5.7,5.7
DYC-US-220425-Ginè Energy-558,1-CVAC06-BLK-00-HV,PYC-04-CAT,4.8719,9.7438
DYC-US-220427-Pop Board Co-559,1-CVAC06-BLK-00-HV,PYC-73-CAT,7.6,22.799999999999997
DYC-US-220427-Pop Board Co-560,1-CVAC06-BLK-00-HV,PYC-73-CAT,7.0,21.0
DYC-US-220507-Rolls Rollin-567,1-CVAC06-BLK-00-HV,PYC-155-CAT,14.0,84.0
DYC-US-220507-Sophia Lopez-565-Opt03,1-CVAC06-BLK-00-HV,PYC-74-CAT,2.9,2.9
DYC-US-220507-Sophia Lopez-565-Opt04,1-CVAC06-BLK-00-HV,PYC-111-CAT,2.7,2.7
DYC-US-220507-Sophia Lopez-565-Opt05,1-CVAC06-BLK-00-HV,PYC-111-CAT,10.5,42.0
DYC-US-220514-The Arsenale-572,1-CVAC06-BLK-00-HV,PYC-20-CAT,7.9,23.700000000000003
DYC-US-220517-E11even-573-Opt01,1-CVAC06-BLK-00-HV,PYC-72-CAT,50.6,354.2
DYC-US-220519-Sophia Lopez-575-Opt07,1-CVAC06-BLK-00-HV,PYC-192-CAT,2.9,2.9
DYC-US-220608-Soflo-621-Opt01-v1,1-CVAC06-BLK-00-HV,PYC-613-CAT,12.32,24.64
DYC-US-220622-Championship Swager-589,1-CVAC06-BLK-00-HV,PYC-280-CAT,5.3,10.6
DYC-US-220622-Dripped Out Fishing-590,1-CVAC06-BLK-00-HV,PYC-409-CAT,11.04,44.16
DYC-US-220624-Ready Lift-592,1-CVAC06-BLK-00-HV,PYC-183-CAT,12.8,25.6
DYC-US-220628-SBE-593,1-CVAC06-BLK-00-HV,PYC-300-CAT,11.89,47.56
DYC-US-220706-Burger Palace-595,1-CVAC06-BLK-00-HV,PYC-472-CAT,14.87,44.61
DYC-US-220722-Rally 2 Race-597,1-CVAC06-BLK-00-HV,PYC-292-CAT,10.67,21.34
DYC-US-220723-Eaglerider-599-Opt01,1-CVAC06-BLK-00-HV,PYC-397-CAT,13.13,26.26
DYC-US-220723-Eaglerider-599-Opt02,1-CVAC06-BLK-00-HV,PYC-397-CAT,13.13,26.26
DYC-US-220728-Exotic Frenchie Gang-604-Opt02,1-CVAC06-BLK-00-HV,PYC-344-CAT,8.62,25.86
DYC-US-220806-Championship Swagger-608,1-CVAC06-BLK-00-HV,PYC-504-CAT,5.34,10.68
DYC-US-220816-Luence-614-Opt01-v1,1-CVAC06-BLK-00-HV,PYC-830-CAT,12.15,48.6
DYC-US-220816-Luence-614-Opt02-v1,1-CVAC06-BLK-00-HV,PYC-830-CAT,2.31,2.31
DYC-US-220816-Luence-614-Opt04-v1,1-CVAC06-BLK-00-HV,PYC-830-CAT,14.46,72.30000000000001
DYC-US-220818-E11even-619-Opt01,1-CVAC06-BLK-00-HV,PYC-435-CAT,33.06,231.42000000000002
DYC-US-220828-Monbarth-625-Opt01,1-CVAC06-BLK-00-HV,PYC-616-CAT,28.16,197.12
DYC-US-220828-Monbarth-625-Opt04,1-CVAC06-BLK-00-HV,PYC-616-CAT,4.43,4.43
DYC-US-220828-Monbarth-625-Opt05,1-CVAC06-BLK-00-HV,PYC-616-CAT,4.35,4.35
DYC-US-220828-Monbarth-625-Opt10,1-CVAC06-BLK-00-HV,PYC-616-CAT,19.33,77.32
DYC-US-220828-Monbarth-625-Opt12,1-CVAC06-BLK-00-HV,PYC-616-CAT,15.84,63.36
DYC-US-220828-Monbarth-625-Opt13,1-CVAC06-BLK-00-HV,PYC-616-CAT,9.33,27.990000000000002
DYC-US-220909-Championship Swagger-629-Opt01,1-CVAC06-BLK-00-HV,PYC-526-CAT,5.34,10.68
DYC-US-220909-Championship Swagger-629-Opt02,1-CVAC06-BLK-00-HV,PYC-526-CAT,5.34,10.68
DYC-US-220909-Championship Swagger-629-Opt03,1-CVAC06-BLK-00-HV,PYC-526-CAT,5.34,10.68
DYC-US-220909-Soflo-628,1-CVAC06-BLK-00-HV,PYC-551-CAT,7.65,22.950000000000003
DYC-US-220919-Blacktiph-635-Opt10,1-CVAC06-BLK-00-HV,PYC-712-CAT,4.77,9.54
DYC-US-220919-ISPV-639,1-CVAC06-BLK-00-HV,PYC-730-CAT,2.42,2.42
DYC-US-220919-Soflo Jeeps-637-Opt01,1-CVAC06-BLK-00-HV,PYC-659-CAT,2.42,2.42
DYC-US-220927-Lambros-641,1-CVAC06-BLK-00-HV,PYC-712-CAT,4.77,9.54
DYC-US-220928-Legend Marine-643,1-CVAC06-BLK-00-HV,PYC-646-CAT,4.73,9.46
DYC-US-221004-E11even Ape-645,1-CVAC06-BLK-00-HV,PYC-630-CAT,7.33,7.33
DYC-US-221004-E11even-647-Opt01,1-CVAC06-BLK-00-HV,PYC-622-CAT,68.33,478.31
DYC-US-221004-E11even-647-Opt05,1-CVAC06-BLK-00-HV,PYC-622-CAT,7.87,23.61
DYC-US-221026-Sophia Lopez-656,1-CVAC06-BLK-00-HV,PYC-724-CAT,15.29,45.87
DYC-US-221111-BlackTiph-662-Opt03,1-CVAC06-BLK-00-HV,PYC-817-CAT,4.73,9.46
HM-220319-LOK LOWEN,1-CVAC06-BLK-00-HV,PYC-09-CAT,14.3,71.5
HM-220408-STUURMANN CARDINAL,1-CVAC06-BLK-00-HV,PYC-126-CAT,3.2,3.2
HM-220408-STUURMANN OLIVE,1-CVAC06-BLK-00-HV,PYC-126-CAT,5.5,11.0
HM-220503-KDP,1-CVAC06-BLK-00-HV,PYC-09-CAT,2.3,2.3
HM-220505-SV OBERWOLFACH ADULT,1-CVAC06-BLK-00-HV,PYC-61-CAT,1.9,3.8
HM-220505-SV OBERWOLFACH KIDS,1-CVAC06-BLK-00-HV,PYC-61-CAT,2.1,4.2
HM-220506-ELF CENTURION BASEBALL,1-CVAC06-BLK-00-HV,PYC-100-CAT,31.3,125.2
HM-220506-ELF CENTURION BUCKET,1-CVAC06-BLK-00-HV,PYC-99-CAT,19.5,58.5
HM-220506-ELF CENTURION SNAPBACK,1-CVAC06-BLK-00-HV,PYC-100-CAT,23.3,93.2
HM-220506-ELF CENTURION TRUCKER,1-CVAC06-BLK-00-HV,PYC-100-CAT,5.5,11.0
HM-220506-ELF RAIDERS BASEBALL,1-CVAC06-BLK-00-HV,PYC-100-CAT,31.3,125.2
HM-220506-ELF RAIDERS BUCKET,1-CVAC06-BLK-00-HV,PYC-99-CAT,19.5,58.5
HM-220506-ELF RAIDERS SNAPBACK,1-CVAC06-BLK-00-HV,PYC-100-CAT,12.0,48.0
HM-220506-ELF RAIDERS TRUCKER,1-CVAC06-BLK-00-HV,PYC-100-CAT,5.5,11.0
HM-220512-3OFF BLACK,1-CVAC06-BLK-00-HV,PYC-110-CAT,9.5,47.5
HM-220523-TV KONZEN,1-CVAC06-BLK-00-HV,PYC-110-CAT,21.0,105.0
HM-220523-ZIMMEREI BLACK,1-CVAC06-BLK-00-HV,PYC-122-CAT,12.2,48.8
HM-220523-ZIMMEREI SKY BLUE,1-CVAC06-BLK-00-HV,PYC-122-CAT,5.6,11.2
HM-220531-DIETSCHE 55CM,1-CVAC06-BLK-00-HV,PYC-180-CAT,2.983,11.932
HM-220531-DIETSCHE 58cm,1-CVAC06-BLK-00-HV,PYC-180-CAT,3.1,12.4
HM-220602-DAF BUCKET,1-CVAC06-BLK-00-HV,PYC-213-PHOI,8.9,8.9
HM-220607-RAMMSTEIN,1-CVAC06-BLK-00-HV,PYC-123-CAT,125.3,250.6
HM-220609-MENS NEEDS GRAY,1-CVAC06-BLK-00-HV,PYC-198-CAT,2.8,5.6
HM-220609-SG BM,1-CVAC06-BLK-00-HV,PYC-183-CAT,1.9,3.8
HM-220609-SG BM BLANK,1-CVAC06-BLK-00-HV,PYC-183-CAT,0.8,1.6
HM-220609-STADTSALAT 58cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,35.9,215.39999999999998
HM-220609-STADTSALAT 59cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,36.6,6e-06
HM-220609-STADTSALAT 59cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,36.6,22.799988
HM-220609-STADTSALAT 59cm,1-CVAC06-BLK-00-HV,PYC-198-CAT,36.6,196.800006
HM-220624-BOPP,1-CVAC06-BLK-00-HV,PYC-191-CAT,1.6,1.6
HM-220627-DSIRE,1-CVAC06-BLK-00-HV,PYC-206-CAT,7.6,7.6
